geonameid,name,asciiname,alternatenames,latitude,longitude
143534,?mol,Amol,"Amol,Amol',Amul,aml,?mol,?????,???",36.46961,52.35072
144448,Ahv?z,Ahvaz,"Ahvaz,Ahvaz - ahwaz,Ahvaz - ?????,Ahv?z,Ahwaz,Ahw?z,Akhvaz,Bandar Nasiri,Bandar N?sir?,Bandar-e Naser,Bandar-e N??er,Naseri,Nasiri,N?siri,N??er?,a wa shi,afuvu~azu,ahwaz,alahwaz,?????,?????,???????,?????,??????,???",31.3203,48.6693
145459,?b?d?n,Abadan,"Abadan,Abadan - abadan,Abadano,Abadán,Abadán - ??????,a ba dan,abadan,Ábádán,?b?d?n,??????,??????,?????,?????,???????,???",30.3392,48.3043
417594,Sh?hre??,Shahreza,,32.03389,51.87944
418606,Najaf?b?d,Najafabad,"Nadzhafabad,Najafabad,Najaf?b?d,Nejafabad,Nejaf?b?d,njf abad,??????????,??? ????",32.6344,51.3668
418710,Khomeyn? Shahr,Khomeyni Shahr,"Homayoon Shahr,Homayunshahr,Hom?y?nshahr,Khomeyni Shahr,Khomeynishahr,Khomeyn? Shahr,Khomeyn?shahr,Sedeh,khmyny shhr,????? ???",32.70018,51.52113
418863,E?fah?n,Esfahan,"Aspadana,Esfahan,Esfehan,E?fah?n,E?feh?n,Isfahan,Isfakhan,Ispahan,asfhan,???????,??????",32.65722,51.67761
1113217,Z?bol,Zabol,"Zabol,Zabol',Z?bol,zabl,??????,????",31.0287,61.5012
1159301,Z?hed?n,Zahedan,"Dowzdab,Dowzd?b,Duzdab,Duzdap,Duzd?b,Duzd?p,Zahedan,Zahedan-e (Yek),Zahidan,Zaidan,Zaid?n,Zakhedan,Z?hed?n,Z?hed?n-e (Yek),zahdan,???????,??????",29.4963,60.8629
1160939,?r?nshahr,Iranshahr,"Fahrej,Fehruj,Iranshahr,Qal`eh-ye Naseri,Qal‘eh-ye N??er?,ayranshhr,?r?nshahr,????????",27.20245,60.68476
3413829,Reykjavík,Reykjavik,"Refkiavik,Reiciavicia,Reicivic,Reikiavik,Reikjavika,Reikjavikas,Reikjav?ka,Reiquiavik - Reykjavik,Reiquiavik - Reykjavík,Rejk'avik,Rejk'javik,Rejkjavik,Rejkjaviko,Reykiabik,Reykjavik,Reykjavìk,Reykjavík,Reykranes,Reykyavik,Réicivíc,kartuli,lei ke ya wei ke,leikyabikeu,reikyavu~iku,rekh ya wik,rykyafyk,rykyawyk,?????????,?????????,????'????,?????????,????????,?????????,????'????,?????????,??????????,????????,????????,????????,???????,??????,????????,?????,?????,?????",64.13548,-21.89541
2523083,Siracusa,Siracusa,"QIC,Sarausa,Siracusa,Sirakuza,Sirakuze,Syracusae,Syracuse,Syrakus,Syrakusa,Syrakuzy,shirakusa,silakusa,syraqwst,syrqwzh,xi la ku sa,????????,???????,????????,????,????,????",37.08515,15.273
2523630,Reggio di Calabria,Reggio di Calabria,"REG,Redzho-Kalabrija,Reggio Calabria,Reggio de Calabre,Reggio de Calabria,Reggio de Calàbria,Reggio di Calabria,Regio,Rhegium,Riggiu Calabbria,lei jiao ka la bu li ya,rg'w dy qlbryh,rydjw kalabrya,?????-????????,??'? ?? ??????,????? ????????,?????????????,???????",38.11047,15.66129
2523920,Palermo,Palermo,"PMO,Palerm,Palerma,Palermas,Palerme,Palermo,Palermu,Panormus,Pa?ermo,ba lei mo shi,balyrmw,palermo,palrmw,parerumo,plrmw,???????,???????,?????,???????,??????,???????,????,????",38.11582,13.35976
2524170,Messina,Messina,"Mesina,Messana,Messina,Messine,Mesyna,Missina,QME,messhina,mo xi na,msynh,mysyna,??????,???????,?????,??????,?????,???",38.19327,15.54969
2525068,Catania,Catania,"CTA,Catane,Catania,Catina,Catània,Catânia,Katane,Katania,Katanija,Kat?nija,katania,katanya,qtnyh,??????,???????,????????,?????,???????,???????,?????",37.50213,15.08719
2525473,Cagliari,Cagliari,"CAG,Cagliari,Caller,Caralis,Casteddu,Castel,Castèl,Càgliari,Càller,Cáller,Kal'jari,Kalari,ka li ya li,kalyary,karyari,???????,??????,??????,???????,????,????",39.20738,9.13462
3164419,Vicenza,Vicenza,"VIC,Vicence,Vicenza,Vicenzsa,Vicetia,Vichenca,vu~ichentsu~a,???????,???????",45.55729,11.5409
3164527,Verona,Verona,"VRN,Verona,Verone,Vérone,Werona,fyrwna,verona,vu~erona,wei luo na,wrwna,wrwnh,??????,?????,??????,?????,??????,?????,???",45.43419,10.99779
3164603,Venice,Venice,"Benatky,Benetia,Benetke,Benezia,Benátky,Feneyjar,V'nise,VCE,Velence,Venecia,Venecia - Venezia,Venecija,Venecio,Venedeg,Venedig,Venedik,Venediku,Venesia,Venetia,Venetie,Venetik,Venetië,Venetsia,Veneza,Venezia,Venezsia,Vene?ia,Venice,Venies,Venise,Venizia,Venècia,Venèsia,Vignesie,Vinezzia,Wenecja,albndqyt,benechia,benisu,venetsia,vu~enetsu~ia,vu~enisu,wei ni si,wnyz,wnzyh,???????,???????,????????,???????,???????,?????,????????,????,?????????,???????,???,????,??????,???,????",45.43861,12.32667
3165185,Trieste,Trieste,"Tergeste,Terst,Triest,Triestas,Trieste,Triesti,Triesto,Trieszt,Triëst,Trst,de li ya si te,teulieseute,toriesute,tri'esta,tryysty,??????,????,???????,???????,????????,?????,?????,?????",45.64861,13.78
3165243,Trento,Trento,"Trehnta,Trent,Trent/o,Trente,Trento,Trident,Tridentum,Trient,Trydent,Trénto,torento,??????,??????,????",46.06787,11.12108
3165524,Torino,Torino,"Julia Augusta Taurinorum,TRN,Taurasia,Taurinum,Tori,Torin,Torino,Torinu,Torí,Turen,Turijn,Turim,Turin,Turin - Torino,Turina,Turinas,Turino,Turyn,Turén,Turín,Turín - Torino,Tur?na,Tórínó,dou ling,tolino,torino,twryn,twrynw,??????,?????,?????,?????,??????,??????,??????,?????,??????,??????,??????,???,??,???",45.07049,7.68682
3165771,Terni,Terni,"Interamna,Terni,teruni,?????,???",42.56713,12.64987
3165926,Taranto,Taranto,"TAR,Taranto,Tarde,Tarent,Tarente,Tarento,Tarento - Taranto,Tarentum,Tàrent,taranto,tarantw,???????,???????,???????,?????",40.47611,17.22972
3167096,Sassari,Sassari,"QSS,Sassari,Sasser,Sàsser,Tatari,Tathari,Tattari,Tàthari,sasary,sassari,???????,??????,????",40.72722,8.56028
3168673,Salerno,Salerno,"QSR,Salernas,Salerne,Salerno,Salernu,Salernum,Salierno,salyrnw,sareruno,???????,???????,????",40.67797,14.76599
3169070,Roma,Roma,"An Roimh,An Ròimh,An Róimh,Erroma,Hrom,Lungsod ng Roma,Mji wa Roma,ROM,Ramma,Rhufain,Rim,Rim"",Roeme,Rom,Roma,Rome,Romma,Romo,Romë,Rooma,Roum,Rym,Rzym,Råmma,Rím,Róm,Róma,Urbs,loma,luo ma shi,rm,rom,roma,romi,rwm,rwma,rym,?ím,????,???,????,???,????,????,??,???,????,???,????,???,????,???,????,??,???,???,??",41.89474,12.4839
3169361,Rimini,Rimini,"Ariminum,RMI,Remin,Rimini,Rèmin,Rímini,rimini,rymyny,??????,??????,??????,???",44.06333,12.58083
3169522,Reggio nell'Emilia,Reggio nell'Emilia,"Redzho-Ehmilija,Reggio,Reggio Emilia,Reggio nell'Emilia,ZRO,?????-??????",44.69825,10.63125
3169561,Ravenna,Ravenna,"RAN,Ravena,Ravenna,Ravenne,Rawenna,Rávena,la wen na,ravenna,ravu~en'na,rwwnh,??????,???????,?????,???????,?????,???",44.4175,12.20111
3169921,Prato,Prato,"Prato,Pratu,Pre,Prè,bratw,pu la tuo,purato,?????,?????,????,???",43.88425,11.09092
3171168,Pescara,Pescara,"PSR,Pescara,Peskara,byskara,pesukara,???????,???????,?????",42.46024,14.21021
3171180,Perugia,Perugia,"PEG,Perosa,Perouse,Perudzha,Perugia,Perusa,Perusia,Pérouse,byrwdja,pei lu jia,peruja,prwg'h,???????,??????,????'?,???????,?????,???",43.1122,12.38878
3171457,Parma,Parma,"Parma,Parme,Perma,Pèrma,barma,parma,paruma,?????,?????,?????,?????,???",44.80266,10.32898
3171728,Padova,Padova,"Padoa,Padoue,Padova,Padovo,Padua,Paduja,Padwa,Patavium,Pàdua,Pádua,QPA,badwfa,pa duo wa,padoba,padovu~a,??????,?????,?????,??????,??????,?????,????,???,???",45.41519,11.88181
3172189,Novara,Novara,"Novara,Novare,Novaria,Nuara,Nuvara,novu~ara,??????,?????",45.44056,8.61684
3172394,Napoli,Napoli,"NAP,Napapopolopi,Napels,Naples,Napoles,Napoles - Napoli,Napoli,Napolo,Napols,Napoly,Napul,Napule,Napuli,Napulj,Napólí,Neapel,Neapelj,Neapol,Neapol',Neapole,Neapolis,Noapels,Nàpols,Nàpuli,Nápoles,Nápoles - Napoli,Nápols,Nápoly,na bu lei si,nabwly,napl,napoli,napolli,napori,?????,??????,???????,??????,??????,??????,????,??????,???????,???,????,???",40.83333,14.25
3172629,Monza,Monza,"Modicia,Monca,Monsa,Monza,Munscia,meng zha,mnza,montsu~a,mwnzh,?????,?????,????,????,??",45.58248,9.27485
3173331,Modena,Modena,"Modena,Modene,Modna,Modène,Mutina,Mòdena,Mòdna,Módena,ZMO,modena,mwdyna,??????,??????,???",44.64783,10.92539
3173435,Milan,Milan,"Lungsod ng Milano,MIL,Mailand,Mediolan,Mediolanum,Mila,Milaan,Milan,Milana,Milanas,Milano,Milanu,Milao,Milà,Milán,Miláno,Milánó,Milão,Mil?na,Mílanó,mi lan,milan,milani,millano,mirano,mylan,mylanw,?????,??????,?????,??????,?????,??????,?????,?????,??????,???,??,???",45.46427,9.18951
3173529,Mestre,Mestre,"Mestre,??????",45.49028,12.2425
3174659,Livorno,Livorno,"Labro,Leghorn,Levuorno,Liborno,Liorna,Livorn,Livornas,Livorno,Livornu,Livourne,lybwrnw,lyfwrnw,rivu~oruno,???????,???????,???????,???????,?????",43.54264,10.316
3175058,Latina,Latina,"Latina,Littoria,QLT,ratina,??????,?????",41.46614,12.9043
3176219,Genova,Genova,"Cenova,Dzenova,Dženova,Genes,Genoa,Genova,Genovo,Genua,Genuja,Genès,Genúa,Gènova,Génova,Gênes,Janov,Xenova - Genova,Xénova - Genova,Zena,genua,jeno'a,jenoba,jenovu~a,jnwa,jnwt,re na ya,?enovo,??????,?????,?????,?????,????,????,?????,?????,?????,???,???",44.40632,8.93386
3176746,Forlì,Forli,"Forli,Forlì,Forum Livii,foruri,?????,????",44.22361,12.05278
3176885,Foggia,Foggia,"FOG,Fodzha,Foggia,Fovea,byrwdja,fojja,fwdja,?????,???????,?????,?????",41.46093,15.54925
3176959,Florence,Florence,"FLR,Firence,Firenze,Florence,Florencia,Florencija,Florens,Florentia,Florenz,Florència,Flórens,?????????",43.76667,11.25
3177090,Ferrara,Ferrara,"Ferrara,Ferrare,???????",44.82678,11.62071
3181554,Brescia,Brescia,"Brescia,Bresha,Breshija,Bresia,Bressia,Brixia,Bréscia,QBS,bryshya,bu lei xi ya,bureshia,?????,??????,??????,????,????",45.52478,10.22727
3181928,Bologna,Bologna,"BLQ,Baljon'ja,Bologna,Bologne,Bolon'ja,Bolona,Bolonha,Bolonia,Bolonija,Bolonja,Bolonjo,Bolonya,Bolo?a,Bolo?a,Bononia,Bulaggna,Bulogna,Bulåggna,bo luo ni ya,bollonya,boronya,bwlwnya,bwlwnyh,???????,???????,??????,??????,???????,???????,?????,????,???",44.49381,11.33875
3182164,Bergamo,Bergamo,"Bergam,Bergame,Bergamo,Berghem,Bergomum,Bèrgam,Bèrghem,Bérgamo,Bérghem,bei er jia mo,bergamo,berugamo,byrghamw,???????,???????,???????,????,????",45.69798,9.66895
3182351,Bari,Bari,"BRI,Bari,Baris,Barium,Bary,Mpari,ba li,bali,bari,bary,?????,?????,????,????,????,????,????,???,????,????,????,???,??,??",41.11773,16.85118
3183089,Ancona,Ancona,"AOI,Ancona,Ancone,Anconn-a,Ancône,Ankona,an ke na,ankona,??????,?????,???",43.59816,13.51008
3488465,Spanish Town,Spanish Town,"Saint Jago de la Vega,Spanis Taunas,Spanish Town,Spaniš Taunas,sbanysh tawn,?????? ????,??????????",17.99107,-76.95742
3488981,Portmore,Portmore,Portmore,17.97024,-76.86722
3489297,New Kingston,New Kingston,,18.00747,-76.78319
3489854,Kingston,Kingston,"KIN,Kin'nkston,Kingston,?????????,????????",17.99702,-76.79358
246013,W?d? as S?r,Wadi as Sir,"Wadi Al Seer,Wadi Sir,Wadi as Sir,Wadi es Sir,Wadi es S?r,W?d? as S?r",31.95126,35.81979
248946,Irbid,Irbid,"Arbela,Arb?la,Irbid,QIR,arbd,?????,??????,????",32.55556,35.85
250090,Az Zarq?’,Az Zarqa',"Az Zarqa',Az Zarq?’,Kalaat el Zerka,Qal`at az Zarqa',Qal`at ez Zerqa,Qal‘at az Zarq?’,Qal‘at ez Zerqa,Zarka,Zarqa,Zarqa',Zarq?’,Zerka,?????,???????,?????",32.07275,36.08796
250441,Amman,Amman,"AMM,Ama,Aman,Amanas,Amano,Amman,Ammon,Ammán,Amán - ????,Amã,Philadelphia,Rabbah,Rabbath Ammon,`Amman,`Amm?n,am'mana,amman,an man,anman,?????,????,?????,?????,????,??? ????,????,??????,???,??????,??????,???,????,??,??",31.95522,35.94503
250799,‘Ajl?n,`Ajlun,"Adjlun,`Ajlun,‘Ajl?n",32.33385,35.75238
7838895,Russeifa,Russeifa,"Rusaifa,Russayfah,ar-Russayfah",32.01778,36.04639
1847963,Atsugi,Atsugi,"Acugi,Atsugi,Atsuki,Atugi,NJA,asseugi si,hou mu shi,?????,???,??? ?",35.43889,139.35972
1847966,Akashi,Akashi,"Akashi,Akasi,?????",34.63333,134.98333
1848004,Zama,Zama,"Zama,????",35.48889,139.38861
1848254,Yono,Yono,,35.88333,139.63333
1848277,Yonago,Yonago,"YGJ,Yonago,mi zi shi,???",35.43333,133.33333
1848313,Yokosuka,Yokosuka,"Jokosuka,Yokosuka,????????",35.28361,139.66722
1848354,Yokohama-shi,Yokohama-shi,"Iokogama,Jokohama,Jokohamo,Jokokhama,Yokohama,Yokohama-shi,heng bang shi,heng bin shi,yoa koa ha ma,yokohama si,yokohamashi,ywkwhama,ywqwhmh,????????,????????,????????,???????,????????,??????????,????????,?????,???,???,???? ?",35.44778,139.6425
1848373,Yokkaichi,Yokkaichi,"Jokkaichi,Yokkaichi,Yokkaiti,????????",34.96667,136.61667
1848445,Yatsushiro,Yatsushiro,"Jacusiro,Yatsushiro,Yatusiro,???????",32.5,130.6
1848522,Yao,Yao,"Jao,Yao,Yaocho,Yaoch?,ba wei shi,??,???",34.61667,135.6
1848689,Yamaguchi-shi,Yamaguchi-shi,"Jamaguci,Jamaguti,Jamagu?i,Yamaguchi,Yamaguchi-shi,Yamaguti,shan kou shi,yamaghwtshy,yamaguchi si,yamaguchishi,???????,?????????,?????,???,???? ?",34.18583,131.47139
1848774,Yaizu,Yaizu,"Jaidzu,Yaidu,Yaizu,Yaizu Mati,shao jin shi,?????,???",34.86667,138.33333
1849053,Utsunomiya-shi,Utsunomiya-shi,"Ucunomija,Utsunomiya,Utsunomiya-shi,usseunomiya si,utsunomiyashi,yu dou gong shi,????????,??????,????,????? ?",36.56583,139.88361
1849186,Urayasu,Urayasu,"Urajasu,Urayasu,pu an shi,??????,???",35.67056,139.88861
1849372,Uji,Uji,"Udzi,Uji,Uji-cho,Uji-ch?,yu zhi shi,????,???",34.88333,135.8
1849429,Ueda,Ueda,"Ueda,Ueda, Nagano,Uehda,shang tian shi,ueda si,????,???,??? ?",36.4,138.26667
1849498,Ube,Ube,"UBJ,Ube,Ubi,???",33.94306,131.25111
1849796,Tsu-shi,Tsu-shi,"Cu,Tsu,Tsu-shi,Tu,jin shi,sseu si,tsushi,??,??,??,? ?",34.73028,136.50861
1849814,Toyota,Toyota,"Koromo,Toyoda,Toyota,li tian,??",35.08333,137.15
1849837,Toyonaka,Toyonaka,,34.78244,135.46932
1849845,Toyokawa,Toyokawa,"Toyokawa,li chuan shi,???",34.81667,137.4
1849846,Toyohashi,Toyohashi,"Tojokhashi,Toyohashi,Toyohasi,????????",34.76667,137.38333
1849876,Toyama-shi,Toyama-shi,"Tojama,Toyama-shi,fu shan shi,toyamashi,?????,????,???",36.69528,137.21139
1849892,Tottori,Tottori,TTJ,35.5,134.23333
1850034,Tondabayashi,Tondabayashi,"Tondabayashi,fu tian lin shi,????",34.5,135.6
1850147,Tokyo,Tokyo,"Edo,TYO,Tochiu,Tocio,Tokija,Tokijas,Tokio,Tokió,Tokjo,Tokyo,Toquio,Toquio - dong jing,Toquio - ??,Tòquio,Tókýó,Tóquio,T?ky?,dokyo,dong jing,dong jing dou,tokeiyw,tokkiyo,tokyo,twkyw,twqyw,?????,?????,????,?????,?????,?????,?????,?????,?????,?????,?????,??????,????????,???????,?????,??,??,???,??",35.6895,139.69171
1850152,Tokuyama,Tokuyama,"Kakuyama,Tokuyama",34.05,131.81667
1850158,Tokushima-shi,Tokushima-shi,"Tokushima,Tokushima - de dao shi,Tokushima - ???,Tokushima-shi,Tokusima,Tokušima,de dao shi,dokusima si,tokushimashi,????????,?????,???,???? ?",34.06583,134.55944
1850181,Tokorozawa,Tokorozawa,"Tokorosava,Tokorozawa,suo ze shi,??????????,???",35.79916,139.46903
1850692,Nishi-Tokyo-shi,Nishi-Tokyo-shi,"Hoya,Hoya-shi,Nishitokyo-shi,Tanashi,Tanashi-machi,bao gu shi,tian wu shi,xi dong jing shi,???,???,????",35.72526,139.5383
1850910,Takatsuki,Takatsuki,"Takacuki,Takatsuki,Takatuki,gao gui shi,???",34.84833,135.61678
1851002,Takasaki,Takasaki,"Takasaki,gao qi shi,???",36.33333,139.01667
1851012,Takarazuka,Takarazuka,,34.79936,135.35697
1851032,Takaoka,Takaoka,Takaoka,36.75,137.01667
1851100,Takamatsu-shi,Takamatsu-shi,"Takamacu,Takamatsu,Takamatsu-shi,Takamatu,dakamasseu si,gao song shi,takamatsushi,????????,?????,???,???? ?",34.34028,134.04333
1851193,Tajimi,Tajimi,"Tadimi,Tajima,Tajimi,Tajumi,Tazimi",35.31667,137.13333
1851307,Tachikawa,Tachikawa,"Tachikawa,Tatikawa",35.69278,139.41806
1851348,Suzuka,Suzuka,"Kambe,Suzuka,ling lu shi,???",34.88333,136.58333
1851483,Suita,Suita,"Suika,Suita,chui tian shi,seu-ita si,?????,???,??? ?",34.76143,135.51567
1851604,S?ka,Soka,"Sok,Soka,S?ka,???",35.82028,139.80444
1851717,Shizuoka-shi,Shizuoka-shi,"Shizuoka,Shizuoka-shi,Siduoka,Sidzuoka,Sizuoka,jing gang shi,shizuokashi,shyzwawka,sijeuoka si,?izuoka,Šizuoka,????????,????????,?????,???,???,???? ?",34.97694,138.38306
1852140,Shinagawa-ku,Shinagawa-ku,"Shinagawa,pin chuan,pin chuan qu,??,???",35.60902,139.73017
1852225,Shimonoseki,Shimonoseki,"Shimonoseki,Simonoseki,??????????",33.95,130.95
1852383,Shimminatoch?,Shimminatocho,"Shimminatocho,Shimminatoch?,Shinkomachi,Shink?machi",34.18333,135.2
1852663,Seto,Seto,"Seto,Setu,lai hu shi,????,???",35.23333,137.1
1852899,Sasebo,Sasebo,"Sasebo,Sasebum,Saseho,sasebo si,zuo shi bao shi,??????,????,??? ?",33.15917,129.72278
1853008,Sanda,Sanda,"Sanda,?????",34.88333,135.23333
1853140,Sakata,Sakata,"Sakata,??????",38.91667,139.855
1853195,Sakai,Sakai,"Sacaia,Sacaium,Sakai,jie shi,sakai si,?????,??,??? ?",34.58333,135.46667
1853295,Sagamihara,Sagamihara,"Sagamihara,Sagamikhare,xiang mo yuan shi,??????????,????",35.55306,139.35444
1853303,Saga-shi,Saga-shi,"Saga,Saga Japonija,Saga-shi,sagashi,zuo he,zuo he shi,???? ??????,???,??,???",33.24932,130.2988
1853483,Oyama,Oyama,"Ojama,Oyama,????",36.3,139.8
1853574,?tsu-shi,Otsu-shi,"Ocu,Otsu,Otsu-shi,Otu,da jin shi,ootsushi,osseu si,Ócu,?tsu,?tsu-shi,?tu,???,????,???,?? ?",35.00444,135.86833
1853677,?ta,Ota,"Ota,?ta,???",36.3,139.36667
1853909,?saka-shi,Osaka-shi,"OSA,Osaca,Osaca - da ban shi,Osaca - ???,Osaka,Osaka-shi,Osako,Oszaka,awsaka,awzaka,da ban shi,osaka,osaka si,xo sa ka,ywsaka,Ósaka,Ószaka,?saka,?saka-shi,?????,?????,??????,??????,??????,?????,??????,?????,?????,???,??? ?",34.69374,135.50218
1854083,?muta,Omuta,"Omuda,Omuta,da mou tian shi,?muda,?muta,?????,????",33.03333,130.45
1854162,?me,Ome,"Ome,?me,???",35.78389,139.24306
1854376,Okazaki,Okazaki,"Okadzaki,Okazaki,gang qi shi,okajaki si,????????,???,???? ?",34.95,137.16667
1854383,Okayama-shi,Okayama-shi,"Okajama,Okayama,Okayama-shi,gang shan shi,okayama si,okayamashi,??????,?????,???,???? ?",34.66167,133.935
1854487,?ita-shi,Oita-shi,"Oita,Oita-shi,da fen shi,oita si,ooitashi,Óita,?ita,?ita-shi,????,?????,???,??? ?",33.23806,131.6125
1854703,?gaki,Ogaki,"Oaki,Ogaki,?gaki",35.35,136.61667
1854747,Odawara,Odawara,"Odavara,Odawara,???????",35.25556,139.15972
1854902,Numazu,Numazu,"Numadu,Numazu,zhao jin shi,???",35.1,138.86667
1855078,Noda,Noda,"Noda,????",35.94111,139.85806
1855095,Nobeoka,Nobeoka,"Nobeoka,yan gang shi,???????,???",32.58333,131.66667
1855189,Nishio,Nishio,"Nishio,Nisio,?????",34.86667,137.05
1855207,Nishinomiya,Nishinomiya,"Nishinomiya,Nisinomija,xi gong shi,?????????,???",34.71667,135.33333
1855425,Niihama,Niihama,"Niihama,niihama,xin ju bang,????,???",33.95933,133.31672
1855431,Niigata-shi,Niigata-shi,"Niahi-niigata,Niigata,Niigata-shi,nigata si,niigatashi,xin xi shi,???????,?????,???,??? ?",37.90222,139.02361
1855503,Nerima,Nerima,"Minamimachi,Nerima,lian ma,??",35.73333,139.65
1855612,Nara-shi,Nara-shi,"Nara,Nara, Nara,Nara-shi,nai liang shi,nala si,nara,????,????, ????,????,???,???,?? ?",34.68505,135.80485
1856035,Naha-shi,Naha-shi,"Nafa,Naha,Naha-shi,Nakha,Nawa,na ba shi,naha si,nahashi,nhh,????,???,???,???,???,?? ?",26.2125,127.68111
1856057,Nagoya-shi,Nagoya-shi,"Nagoia,Nagoia - ming gu wu shi,Nagoia - ????,Nagoja,Nagoja Urbo,Nagoya,Nagoya-shi,ming gu wu shi,na ko ya,naghwya,nagoya si,nagwya,?????,??????,??????,???????,????,????,??? ?",35.18147,136.90641
1856177,Nagasaki-shi,Nagasaki-shi,"Nagasacium,Nagasaki,Nagasaki-shi,Nagasakis,Nagasako,Nagaszaki,nagasaki,nagasaki si,nagasakishi,nagazaky,naghasaky,najazaky,zhang qi shi,????????,??????,????????,????????,????????,????????,????????,?????,???,???,???? ?",32.74472,129.87361
1856184,Nagareyama,Nagareyama,"Nagareyama,liu shan,liu shan shi,??,???",35.8563,139.90266
1856199,Nagaoka,Nagaoka,"Nagaoka,???????",37.45,138.85
1856215,Nagano-shi,Nagano-shi,"Nagano,Nagano-shi,naganoshi,zhang ye,zhang ye shi,??????,????,??,???",36.65139,138.18111
1856367,Musashino,Musashino,"Musashino,Musasino,musasino si,wu cang ye shi,wu zang ye shi,????????,????,????,???? ?",35.70611,139.55944
1856584,Moriguchi,Moriguchi,"Moriguchi,QGT,shou kou shi,???",34.73333,135.56667
1856717,Miyazaki-shi,Miyazaki-shi,"Mijadzaki,Miyazaki-shi,gong qi,gong qi shi,miyazakishi,????????,?????,??,???",31.91111,131.42389
1856775,Miyakonoj?,Miyakonojo,"Miyakonojo,Miyakonoj?,Miyakonozyo,Miyakonozy?,dou cheng,??",31.73333,131.06667
1856942,Mitaka-shi,Mitaka-shi,"Mitaka,san ying,san ying shi,??,???",35.68351,139.55963
1856977,Mishima,Mishima,"Mishima,Misima,??????",35.11667,138.91667
1857046,Mino,Mino,"Mino-shi,Minoh City,ji mian,ji mian shi,??,???",34.82691,135.47057
1857144,Minami-rinkan,Minami-rinkan,"Minami Rinkan Yamato,Minami-rinkan",35.48333,139.45
1857496,Matsuzaka,Matsuzaka,"Matsusaka,Matsuzaka,song ban shi,???",34.56667,136.53333
1857519,Matsumoto,Matsumoto,"Fukase,Fukashi,MMJ,Macumoto,Matsumoto,Matumoto,Shonai,song ben,song ben shi,????????,??,???",36.23333,137.96667
1857550,Matsue-shi,Matsue-shi,"Macueh,Matsu,Matsue-shi,Matue,matsueshi,song jiang shi,?????,????,???",35.47222,133.05056
1857553,Matsudo,Matsudo,"Macudo,Matsudo,masseudo si,song hu shi,??????,???,???,??? ?",35.78333,139.9
1857568,Matsubara,Matsubara,Matsubara,34.56667,135.55
1857843,Maebashi-shi,Maebashi-shi,"Maebashi,Maebashi-shi,Maebasi,Maebaši,Maehbasi,ma-ebasi si,maebashishi,qian qiao shi,???????,?????,???,???? ?",36.39111,139.06083
1857871,Machida,Machida,"Machida,ting tian shi,??????,???",35.54028,139.45083
1857910,Kyoto,Kyoto,"Kiotas,Kioto,Kjoto,Kjóto,Kyoto,Kyoto-shi,Kyotum,Ky?to,Ky?to-shi,Quioto,Quioto - jing dou shi,Quioto - ???,UKY,gyoto si,jing dou,jing dou shi,kywtw,qywtw,?????,?????,?????,?????,?????,?????,?????,?????,??,???,?? ?",35.02107,135.75385
1857968,Kuwana,Kuwana,"Kumana,Kuwana,sang ming shi,???",35.06667,136.7
1858067,Kusatsu,Kusatsu,"Kusacu,Kusatsu,Kusatsu-cho,Kusatsu-ch?,Kusatu,Susatsu,??????",35.01667,135.96667
1858088,Kurume,Kurume,"Kurume,??????",33.31667,130.51667
1858296,Kure,Kure,"Kure,wu shi,????,??",34.23333,132.56667
1858311,Kurashiki,Kurashiki,"Kurashiki,Kurasiki,cang fu shi,????????,???",34.58333,133.76667
1858421,Kumamoto-shi,Kumamoto-shi,"Kumamoto,Kumamoto-shi,gumamoto si,kumamotoshi,xiong ben shi,????????,?????,???,???? ?",32.78972,130.74167
1858428,Kumagaya,Kumagaya,"Kumagai,Kumagaya,gumagaya si,xiong gu shi,???,???? ?",36.13333,139.38333
1858729,Koshigaya,Koshigaya,"Koshigaya,yue gu shi,???",35.88333,139.78333
1858836,K?nan,Konan,"Konan,?????",35.33165,136.87042
1858910,Komatsu,Komatsu,,36.40263,136.45088
1858926,Komaki,Komaki,"Komaki,??????",35.28333,136.91667
1858964,Kokubunji,Kokubunji,"Kokubundzi,Kokubunji,??????????",35.70222,139.47556
1859088,Koganei,Koganei,"Koganei,xiao jin jing shi,????",35.69139,139.50111
1859100,K?fu-shi,Kofu-shi,"Kofe,Kofu,Kofu-shi,Kohu,Kófu,K?fu,K?fu-shi,K?hu,gohu si,jia fu shi,koufushi,????,????,???,?? ?",35.66389,138.56833
1859116,Kodaira,Kodaira,"Kodaira,Kodairy,???????",35.72639,139.48389
1859146,K?chi-shi,Kochi-shi,"Kochi-shi,Kochin,Koti,Kôti,K?chi-shi,gao zhi shi,kouchishi,?????,????,???",33.55972,133.53111
1859171,K?be-shi,Kobe-shi,"Kobe,Kobe-shi,Kobeh,Kob?,Kóbe,K?be,K?be-shi,gobe si,kobe,koubeshi,kwbh,qwbh,shen hu shi,????,????,????,????,????,????,???,???,?? ?",34.6913,135.183
1859307,Kitaky?sh?,Kitakyushu,"Kitakiusuo,Kitakiu?uo,Kitakjushu,Kitakjusju,Kitakjusu,Kitakjúsú,Kitakjúšú,Kitakyushu,Kitaky?sh?,bei jiu zhou shi,gitakyusyu si,????????,?????????,????,???? ?",33.83333,130.83333
